"id","name","alliance","class_de","class_en","collectorInfo","collectorNumber","corners_0_position","corners_0_smooth","corners_0_value","corners_1_position","corners_1_smooth","corners_1_value","corners_2_position","corners_2_smooth","corners_2_value","corners_3_position","corners_3_smooth","corners_3_value","cost","effect_de","effect_en","healthMod","rarity","category_de","category_en","skus_0_default","skus_0_finish","skus_0_id","skus_0_lang","skus_1_default","skus_1_finish","skus_1_id","skus_1_lang","skus_2_default","skus_2_finish","skus_2_id","skus_2_lang","skus_3_default","skus_3_finish","skus_3_id","skus_3_lang","set_0_name","set_0_number","keywords_de_0","keywords_en_0","subjectImage","tags_0","keywords_de_1","keywords_en_1","previousEffect_clarification","previousEffect_text_en","tags_1","keywords_de_2","keywords_en_2","corners_3_qualifier","skus_2_rarity","skus_4_default","skus_4_finish","skus_4_id","skus_4_lang","corners_1_qualifier","corners_0_qualifier","corners_2_qualifier","keywords_de_3","keywords_en_3","skus_2_collectorInfo","skus_2_opGroup","skus_3_collectorInfo","skus_3_opGroup","skus_3_rarity","skus_5_default","skus_5_finish","skus_5_id","skus_5_lang","keywords_de_4","keywords_en_4","keywords_de_5"
-1604831384,"Curseling","Chaos","Zauberer","Wizard","011/278 - 01 U","11",1,false,"Spell",2,false,"Ability",3,false,"Remove",4,false,"Spell",7,"[Heldentat] : Löse den aktuellen Effekt eines hervorgehobenen Zaubers aus, als würde er von diesem Champion kontrolliert.","[Heroic Act]: Trigger the current effect of a highlighted Spell as if it was controlled by this Champion.",-1,"Uncommon","Champion","Champion",true,"matte","Curseling","en",false,"shiny","Curseling_Shiny","en",true,"matte","Curseling_De","de",false,"shiny","Curseling_De_Shiny","de","Champions",1,"Heldentat","Heroic Act","0101000000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-95919449,"Marakarr Blood-Sky","Chaos","Krieger","Warrior","012/278 - 01 R","12",1,false,"Remove",2,false,"Remove",3,false,"Remove",4,false,"Remove",7,"Wenn dieser Champion seine Queste erfüllt hat, erhöht sich der Schaden durch hervorgehobene Einheiten und Fähigkeiten um 1.","While this Champion's Quest is completed, increase damage from highlighted Units and Abilities by 2.",-2,"Rare","Champion","Champion",true,"matte","Marakarr_Blood-Sky","en",false,"shiny","Marakarr_Blood-Sky_Shiny","en",true,"matte","Marakarr_Blood-Sky_De","de",false,"shiny","Marakarr_Blood-Sky_De_Shiny","de","Champions",1,,,"0000000100","Unique",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1521398510,"Lord of Change","Chaos","Zauberer","Wizard","013/278 - 01 U","13",1,false,"Spell",2,false,"Ability",3,false,"Remove",4,false,"Spell",8,"Der Wert der letzten Ecke von hervorgehobenen Zaubern erhöht sich um 1.","Increase the value of the last corner of highlighted Spells by 1.",0,"Uncommon","Champion","Champion",true,"matte","Lord_of_Change","en",false,"shiny","Lord_of_Change_Shiny","en",true,"matte","Lord_of_Change_De","de",false,"shiny","Lord_of_Change_De_Shiny","de","Champions",1,,,"0000000100","Daemon",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-1045596167,"Kairos Fateweaver","Chaos","Zauberer","Wizard","014/278 - 01 R","14",1,false,"Spell",2,false,"Remove",3,false,"Ability",4,false,"Spell",9,"Wenn dieser Champion eine hervorgehobene Einheit [entfernt] , [zieh] eine Karte offen. Ist sie eine Einheit, darf der Champion sie [einsetzen] und damit eine beliebige andere Karte, die er im Spiel hat, ersetzen.","When this Champion, or a card controlled by this Champion, [Removes] a highlighted Unit, [Draw] 1 card face up. If that card is a Unit, this Champion may [Deploy] it, replacing any card it currently has in play.",2,"Rare","Champion","Champion",true,"matte","Kairos_Fateweaver","en",false,"shiny","Kairos_Fateweaver_Shiny","en",true,"matte","Kairos_Fateweaver_De","de",false,"shiny","Kairos_Fateweaver_De_Shiny","de","Champions",1,"Entfernen","Remove","11110000","Daemon","Ziehen","Draw",true,"When this Champion [Removes] a highlighted Unit, [Draw] 1 card face up. If that card is a Unit, this Champion may [Deploy] it, replacing any card it currently has in play.","Unique","Einsetzen","Deploy",,,,,,,,,,,,,,,,,,,,,,,
1981112132,"Bloodthirster of Unfettered Fury","Chaos","Krieger","Warrior","015/278 - 01 U","15",1,false,"Damage",2,false,"Unit",3,false,"Ability",4,false,"Unit",10,"Erhöht Schaden, den du deinem Gegner durch hervorgehobene Einheiten auf ihrer letzten Ecke zufügst, um 1.","Increase the damage done from highlighted Units on their last corner against your Opponent by 1.",2,"Uncommon","Champion","Champion",true,"matte","Bloodthirster_of_Unfettered_Fury","en",false,"shiny","Bloodthirster_of_Unfettered_Fury_Shiny","en",true,"matte","Bloodthirster_of_Unfettered_Fury_De","de",false,"shiny","Bloodthirster_of_Unfettered_Fury_De_Shiny","de","Champions",1,,,"0000001010","Daemon",,,,,,,,"Daemon",,,,,,,,,,,,,,,,,,,,,,
916543946,"Archaon","Chaos","Krieger-Zauberer","Warrior Wizard","016/278 - 01 R","16",1,false,"Unit",2,false,"Remove",3,false,"Damage",4,false,"Unit",13,"Wenn dieser Champion eine hervorgehobene Einheit [entfernt] , [zieh] eine Karte.
Wenn dieser Champion einen hervorgehobenen Zauber [entfernt] , nimm 1 Zauberkarte vom Ablagestapel auf die Hand.","When this Champion, or a card controlled by this Champion, [Removes] a highlighted Unit, [Draw] 1 card. When this Champion, or a card controlled by this Champion, [Removes] a highlighted Spell, move 1 Spell card from your discard pile to your hand.",3,"Rare","Champion","Champion",true,"matte","Archaon","en",false,"shiny","Archaon_Shiny","en",false,"shiny","Archaon_Founder_Shiny","en",true,"matte","Archaon_De","de","Champions",1,"Entfernen","Remove","11110000","Daemon","Ziehen","Draw",true,"When this Champion [Removes] a highlighted Unit, [Draw] 1 card.
When this Champion [Removes] a highlighted Spell, move 1 Spell card from your discard pile to your hand.","Unique","Entfernen","Remove","Daemon","Exclusive",false,"shiny","Archaon_De_Shiny","de",,,,,,,,,,,,,,,,,
718575324,"Skeleton Champion","Death","Krieger","Warrior","017/278 - 01 C","17",1,false,"Unit",2,false,"Unit",3,false,"Ability",4,false,"Unit",1,"""Die Toten sind unterwegs. Gekleidet in rostige Rüstungen einer vergessenen Zeit marschieren sie erneut, um für ihren König zu kämpfen.""","""The dead walk. Clad in the rusted armour of a forgotten age, they march once again to fight for their king.""",1,"Common","Champion","Champion",true,"matte","Skeleton_Champion","en",false,"shiny","Skeleton_Champion_Shiny","en",true,"matte","Skeleton_Champion_De","de",false,"shiny","Skeleton_Champion_De_Shiny","de","Champions",1,,,,"Risen",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-1003754288,"Hell Knight","Death","Krieger","Warrior","018/278 - 01 C","18",1,false,"Damage",2,false,"Unit",3,false,"Ability",4,false,"Damage",2,"[Heldentat] : [Dreh] eine hervorgehobene *Risen* 1 Schritt vorwärts.","[Heroic Act]: [Rotate] a highlighted *Risen* Unit 1 step forwards.",0,"Common","Champion","Champion",true,"matte","Hell_Knight","en",false,"shiny","Hell_Knight_Shiny","en",true,"matte","Hell_Knight_De","de",false,"shiny","Hell_Knight_De_Shiny","de","Champions",1,"Heldentat","Heroic Act","0000000100","Risen","Drehen","Rotate",,,,,,,,,,,,"Risen",,,,,,,,,,,,,,,,
-2035950074,"Spirit Torment","Death","Krieger","Warrior","019/278 - 01 C","19",1,false,"Ability",2,false,"Damage",3,false,"Heal",4,false,"Unit",2,"Wenn durch diesen Champion oder eine Karte, die er kontrolliert, eine hervorgehobene Einheit [entfernt] wird, erhältst du 2 Lebenspunkte.","When this Champion, or a card controlled by this Champion, [Removes] a highlighted Unit, gain 2 health.",1,"Common","Champion","Champion",true,"matte","Spirit_Torment","en",false,"shiny","Spirit_Torment_Shiny","en",true,"matte","Spirit_Torment_De","de",false,"shiny","Spirit_Torment_De_Shiny","de","Champions",1,"Entfernen","Remove","11110000","Spirit",,,,,,,,"Spirit",,,,,,,,,,,,,,,,,,,,,,
2048556362,"Barrows Wight King","Death","Krieger","Warrior","020/278 - 01 U","20",1,false,"Unit",2,false,"Ability",3,false,"Damage",4,false,"Unit",3,"Schaden durch hervorgehobene Einheiten kann nicht größer sein als 3 (nach allen Schadensabzügen).","Damage from highlighted Units cannot exceed 3 (after damage reductions).",1,"Uncommon","Champion","Champion",true,"matte","Barrows_Wight_King","en",false,"shiny","Barrows_Wight_King_Shiny","en",true,"matte","Barrows_Wight_King_De","de",false,"shiny","Barrows_Wight_King_De_Shiny","de","Champions",1,,,"0010000000","Risen",,,,,,,,"Risen",,,,,,,"Risen",,,,,,,,,,,,,,,
-1394433650,"Crypt Infernal Courtier","Death","Krieger","Warrior","021/278 - 01 C","21",1,false,"Unit",2,false,"Unit",3,false,"Unit",4,false,"Damage",3,"[Heldentat] : Füge deinem Gegner 1 Schaden zu.","[Heroic Act]: 1 damage to your Opponent.",0,"Common","Champion","Champion",true,"matte","Crypt_Infernal_Courtier","en",false,"shiny","Crypt_Infernal_Courtier_Shiny","en",true,"matte","Crypt_Infernal_Courtier_De","de",false,"shiny","Crypt_Infernal_Courtier_De_Shiny","de","Champions",1,"Heldentat","Heroic Act",,"Mordant",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
473039278,"Crypt Haunter Courtier","Death","Krieger","Warrior","022/278 - 01 C","22",1,false,"Unit",2,false,"Heal",3,false,"Damage",4,false,"Unit",4,"Wenn du 5 oder weniger Lebenspunkte hast, erhältst du zu Beginn deines Zugs 1 Lebenspunkt.","If you have 5 or less health, gain 1 health at the start of your turn.",2,"Common","Champion","Champion",true,"matte","Crypt_Haunter_Courtier","en",false,"shiny","Crypt_Haunter_Courtier_Shiny","en",true,"matte","Crypt_Haunter_Courtier_De","de",false,"shiny","Crypt_Haunter_Courtier_De_Shiny","de","Champions",1,,,,"Mordant",,,,,,,,"Mordant",,,,,,,,,,,,,,,,,,,,,,
2061820932,"Varghulf Courtier","Death","Krieger","Warrior","023/278 - 01 U","23",1,false,"Ability",2,false,"Remove",3,false,"Damage",4,false,"Unit",4,"Wenn ein hervorgehobener Champion einen Zauber [einsetzt] , erhältst du 1 Lebenspunkt.","When a highlighted Champion [Deploys] a Spell, gain 1 health.",-2,"Uncommon","Champion","Champion",true,"matte","Varghulf_Courtier","en",false,"shiny","Varghulf_Courtier_Shiny","en",true,"matte","Varghulf_Courtier_De","de",false,"shiny","Varghulf_Courtier_De_Shiny","de","Champions",1,"Einsetzen","Deploy","0000001010","Mordant",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1854991984,"Reaping Cairn Wraith","Death","Krieger","Warrior","024/278 - 01 U","24",1,false,"Damage",2,false,"Unit",3,false,"Heal",4,false,"Ability",5,"Schaden durch die Fähigkeit eines hervorgehobenen Helden verringert sich um 2.","Reduce damage received from the highlighted Champion's Abilities by 2.",1,"Uncommon","Champion","Champion",true,"matte","Reaping_Cairn_Wraith","en",false,"shiny","Reaping_Cairn_Wraith_Shiny","en",true,"matte","Reaping_Cairn_Wraith_De","de",false,"shiny","Reaping_Cairn_Wraith_De_Shiny","de","Champions",1,,,"0010000000","Spirit",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-483050408,"Hungering Vampire Lord","Death","Krieger-Zauberer","Warrior Wizard","025/278 - 01 U","25",1,false,"Unit",2,false,"Remove",3,false,"Heal",4,false,"Unit",6,"[Heldentat] : [Wirf] 1 Karte von deiner Hand [ab] , um 2 Lebenspunkte zu erhalten.","[Heroic Act]: [Discard] 1 card from your hand to gain 2 health.",-1,"Uncommon","Champion","Champion",true,"matte","Hungering_Vampire_Lord","en",false,"shiny","Hungering_Vampire_Lord_Shiny","en",true,"matte","Hungering_Vampire_Lord_De","de",false,"shiny","Hungering_Vampire_Lord_De_Shiny","de","Champions",1,"Heldentat","Heroic Act",,"Vampire","Abwerfen","Discard",,,,"Abwerfen",,,,,,,,,"Vampire",,,,,,,,,,,,,,,
301461669,"Skulking Necromancer","Death","Zauberer","Wizard","026/278 - 01 C","26",1,false,"Remove",2,false,"Ability",3,false,"Ability",4,false,"Spell",6,"Schaden, den du durch hervorgehobene Feinde erhältst, verringert sich um die Anzahl der hervorgehobenen verbündeten *Risen*.","Reduce damage received from highlighted enemies equal to the number of highlighted allied *Risen* Units.",0,"Common","Champion","Champion",true,"matte","Skulking_Necromancer","en",false,"shiny","Skulking_Necromancer_Shiny","en",true,"matte","Skulking_Necromancer_De","de",false,"shiny","Skulking_Necromancer_De_Shiny","de","Champions",1,,,"0010001110",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34066579,"Keldrek, the Knight of Shrouds","Death","Krieger","Warrior","027/278 - 01 R","27",1,false,"Damage",2,false,"Unit",3,false,"Unit",4,false,"Ability",7,"Wenn eine hervorgehobene feindliche Einheit aus dem Spiel kommt, [dreh] eine hervorgehobene verbündete Einheit 1 Schritt zurück.","When a highlighted enemy Unit leaves play, [Rotate] a highlighted allied Unit 1 step backwards.",2,"Rare","Champion","Champion",true,"matte","Keldrek_the_Knight_of_Shrouds","en",false,"shiny","Keldrek_the_Knight_of_Shrouds_Shiny","en",true,"matte","Keldrek_the_Knight_of_Shrouds_De","de",false,"shiny","Keldrek_the_Knight_of_Shrouds_De_Shiny","de","Champions",1,"Drehen","Rotate","0010000100","Spirit",,,,,"Unique",,,,,,,,,,,"Spirit",,,,,,,,,,,,,,
-276130957,"Abhorrant Ghoul King","Death","Krieger-Zauberer","Warrior Wizard","028/278 - 01 U","28",1,false,"Unit",2,false,"Unit",3,false,"Unit",4,false,"Ability",8,"Schaden durch die Fähigkeiten von hervorgehobenen *Mordant*-Champions erhöht sich um 1.","Increase damage done from highlighted *Mordant* Champions' Abilities by 1.",0,"Uncommon","Champion","Champion",true,"matte","Abhorrant_Ghoul_King","en",false,"shiny","Abhorrant_Ghoul_King_Shiny","en",true,"matte","Abhorrant_Ghoul_King_De","de",false,"shiny","Abhorrant_Ghoul_King_De_Shiny","de","Champions",1,,,"0000001010","Vampire",,,,,,,,,,,,,,"Mordant","Mordant","Mordant",,,,,,,,,,,,,,
-30050345,"Bloody Vampire Queen","Death","Krieger-Zauberer","Warrior Wizard","029/278 - 01 R","29",1,false,"Unit",2,false,"Ability",3,false,"Unit",4,false,"Spell",9,"Wenn dieser Champion eine hervorgehobene Einheit [entfernt] , nimm 1 *Vampire* vom Ablagestapel auf die Hand.","When this Champion, or a card controlled by this Champion, [Removes] a highlighted Unit, move 1 *Vampire* Unit from your discard pile to your hand.",-1,"Rare","Champion","Champion",true,"matte","Bloody_Vampire_Queen","en",false,"shiny","Bloody_Vampire_Queen_Shiny","en",true,"matte","Bloody_Vampire_Queen_De","de",false,"shiny","Bloody_Vampire_Queen_De_Shiny","de","Champions",1,"Entfernen","Remove","11110000","Vampire",,,true,"When this Champion [Removes] a highlighted Unit, move 1 *Vampire* Unit from your discard pile to your hand.",,,,,,,,,,,,"Vampire",,,,,,,,,,,,,,
-2142205323,"Coven Throne","Death","Krieger-Zauberer","Warrior Wizard","030/278 - 01 R","30",1,false,"Spell",2,false,"Remove",3,false,"Damage",4,false,"Unit",10,"[Heldentat] : Schau dir 2 hervorgehobene verdeckte Segnungen an. Du darfst sie vertauschen.","[Heroic Act]: Look at 2 highlighted, unrevealed Blessings. You may swap their positions.",2,"Rare","Champion","Champion",true,"matte","Coven_Throne","en",false,"shiny","Coven_Throne_Shiny","en",true,"matte","Coven_Throne_De","de",false,"shiny","Coven_Throne_De_Shiny","de","Champions",1,"Heldentat","Heroic Act","11110000","Vampire",,,,,,,,"Vampire",,,,,,,,,,,,,,,,,,,,,,
-1624956175,"Neferata, Mortarch of Blood","Death","Krieger-Zauberer","Warrior Wizard","031/278 - 01 R","31",1,false,"Remove",2,false,"Heal",3,false,"Spell",4,false,"Unit",11,"Wenn dieser Champion oder ein Zauber/eine Einheit, die er kontrolliert, eine hervorgehobene Einheit [entfernt] , [setze] 1 *Vampire* von der Hand oder vom Ablagestapel auf diesen Champion [ein] und ersetze damit eine beliebige Karte im Spiel.","When this Champion, or a card controlled by this Champion, [Removes] a highlighted Unit, [Deploy] 1 *Vampire* Unit from your hand or discard pile onto this Champion, replacing any card currently in play.",1,"Rare","Champion","Champion",true,"matte","Neferata_Mortarch_of_Blood","en",false,"shiny","Neferata_Mortarch_of_Blood_Shiny","en",true,"matte","Neferata_Mortarch_of_Blood_De","de",false,"shiny","Neferata_Mortarch_of_Blood_De_Shiny","de","Champions",1,"Entfernen","Remove","11110000","Vampire","Einsetzen","Deploy",true,"When this Champion, or a Spell or Unit controlled by this Champion, [Removes] a highlighted Unit, [Deploy] 1 *Vampire* Unit from your hand or discard pile onto this Champion, replacing any card currently in play.","Unique","Einsetzen",,"Vampire",,,,,,,,,,,,,,,,,,,,,,
-755425017,"Nagash, Supreme Lord of the Undead","Death","Zauberer","Wizard","032/278 - 01 R","32",1,false,"Unit",2,false,"Spell",3,false,"Unit",4,false,"Spell",15,"Dieser Champion kann *Risen* [einsetzen] .
[Heldentat] : [Dreh] 1 hervorgehobenen Zauber 1 Schritt vorwärts.
[Heldentat] : Nimm 4 *Risen* vom Ablagestapel auf die Hand. Diese Heldentat kann nur einmal pro Spiel genutzt werden.","This Champion can [Deploy] *Risen* Units.
[Heroic Act]: [Rotate] a highlighted Spell 1 step forwards.
[Heroic Act]: Move 4 *Risen* Units from your discard pile to your hand. This Heroic Act can only be used once per game.",1,"Rare","Champion","Champion",true,"matte","Nagash_Supreme_Lord_of_the_Undead","en",false,"shiny","Nagash_Supreme_Lord_of_the_Undead_Shiny","en",false,"shiny","Nagash_Supreme_Lord_of_the_Undead_Founder_Shiny","en",true,"matte","Nagash_Supreme_Lord_of_the_Undead_De","de","Champions",1,"Einsetzen","Deploy","0000000100","Risen","Heldentat","Heroic Act",,,"Unique","Drehen","Rotate",,"Exclusive",false,"shiny","Nagash_Supreme_Lord_of_the_Undead_De_Shiny","de",,"Risen","Risen","Heldentat","Heroic Act",,,,,,,,,,,,
417938813,"Grot Boss","Destruction","Krieger","Warrior","033/278 - 01 U","33",1,false,"Damage",2,false,"Unit",3,false,"Unit",4,false,"Ability",1,"[Heldentat] : Diese Heldentat kann nur genutzt werden, wenn dieser Champion eine Einheit mit [Unterstützung] 2 kontrolliert.
Füge deinem Gegner 2 Schaden zu.","[Heroic Act]: This Heroic Act can only be used if this Champion controls a Unit with [Support] 2.
2 damage to your Opponent.",0,"Uncommon","Champion","Champion",true,"matte","Grot_Boss","en",false,"shiny","Grot_Boss_Shiny","en",true,"matte","Grot_Boss_De","de",false,"shiny","Grot_Boss_De_Shiny","de","Champions",1,"Heldentat","Heroic Act",,"Grot","Unterstützung","Support",,,,,,,,,,,,"Grot",,,,,,,,,,,,,,,,
-1860464344,"Orruk Boss","Destruction","Krieger","Warrior","034/278 - 01 C","34",1,false,"Unit",2,false,"Unit",3,false,"Ability",4,false,"Unit",1,"""Diese Orruk fügen dem Waaagh eine gewisse Gerissenheit hinzu.""","""These orruks add an element of cunning to the Waaagh!""",1,"Common","Champion","Champion",true,"matte","Orruk_Boss","en",false,"shiny","Orruk_Boss_Shiny","en",true,"matte","Orruk_Boss_De","de",false,"shiny","Orruk_Boss_De_Shiny","de","Champions",1,,,,"Orruk",,,,,,,,,,,,,,"Orruk",,,,,,,,,,,,,,,,
-1473475990,"Gore-Grunta Boss","Destruction","Krieger","Warrior","035/278 - 01 C","35",1,false,"Unit",2,false,"Remove",3,false,"Damage",4,false,"Unit",2,"Schaden auf deinen Gegner, der durch *Beast* dieses Champions auf ihrer letzten Ecke verursacht wird, erhöht sich um 1.","Increase damage done to your Opponent from this Champion's *Beast* Units on their last corner by 1.",1,"Common","Champion","Champion",true,"matte","Gore-Grunta_Boss","en",false,"shiny","Gore-Grunta_Boss_Shiny","en",true,"matte","Gore-Grunta_Boss_De","de",false,"shiny","Gore-Grunta_Boss_De_Shiny","de","Champions",1,,,,"Orruk",,,,,,,,,,,,,,,"Beast",,,,,,,,,,,,,,,
